"Step","lunar-energy-183 - train_loss","lunar-energy-183 - train_loss__MIN","lunar-energy-183 - train_loss__MAX","solar-spaceship-178 - train_loss","solar-spaceship-178 - train_loss__MIN","solar-spaceship-178 - train_loss__MAX","honest-plasma-175 - train_loss","honest-plasma-175 - train_loss__MIN","honest-plasma-175 - train_loss__MAX","trim-frost-110 - train_loss","trim-frost-110 - train_loss__MIN","trim-frost-110 - train_loss__MAX"
"21","0.14267836795100625","0.14267836795100625","0.14267836795100625","0.04580022822011192","0.04580022822011192","0.04580022822011192","0.2512497399588051","0.2512497399588051","0.2512497399588051","0.06025690860905737","0.06025690860905737","0.06025690860905737"
"22","0.10846589334637115","0.10846589334637115","0.10846589334637115","0.04502239020646743","0.04502239020646743","0.04502239020646743","0.24707817487746664","0.24707817487746664","0.24707817487746664","0.062236186449632705","0.062236186449632705","0.062236186449632705"
"23","0.09583637429483281","0.09583637429483281","0.09583637429483281","0.042079759942098234","0.042079759942098234","0.042079759942098234","0.23992517108812272","0.23992517108812272","0.23992517108812272","0.06641298624329597","0.06641298624329597","0.06641298624329597"
"24","0.09959444837562693","0.09959444837562693","0.09959444837562693","0.0398368396075829","0.0398368396075829","0.0398368396075829","0.23283222887501026","0.23283222887501026","0.23283222887501026","0.07311062789375677","0.07311062789375677","0.07311062789375677"
"25","0.09308672755394341","0.09308672755394341","0.09308672755394341","0.038182014133195455","0.038182014133195455","0.038182014133195455","0.24661847793456143","0.24661847793456143","0.24661847793456143","0.06014987950992284","0.06014987950992284","0.06014987950992284"
"26","0.0895395926522009","0.0895395926522009","0.0895395926522009","0.040995906112985044","0.040995906112985044","0.040995906112985044","0.23043882307016625","0.23043882307016625","0.23043882307016625","0.05885204886021854","0.05885204886021854","0.05885204886021854"
"27","0.08261373813422221","0.08261373813422221","0.08261373813422221","0.03629503220600902","0.03629503220600902","0.03629503220600902","0.21295080381744314","0.21295080381744314","0.21295080381744314","0.057520913388931526","0.057520913388931526","0.057520913388931526"
"28","0.08434191632945583","0.08434191632945583","0.08434191632945583","0.03713328060957621","0.03713328060957621","0.03713328060957621","0.200057190375508","0.200057190375508","0.200057190375508","0.05361062763434536","0.05361062763434536","0.05361062763434536"
"29","0.08448339456094886","0.08448339456094886","0.08448339456094886","0.03410409739088712","0.03410409739088712","0.03410409739088712","0.186781001578337","0.186781001578337","0.186781001578337","0.05185419040843376","0.05185419040843376","0.05185419040843376"
"30","0.08043742477425239","0.08043742477425239","0.08043742477425239","0.03457864629303884","0.03457864629303884","0.03457864629303884","0.1709427427570775","0.1709427427570775","0.1709427427570775","0.05165324833408092","0.05165324833408092","0.05165324833408092"
"31","0.07528084166488558","0.07528084166488558","0.07528084166488558","0.031225529793392187","0.031225529793392187","0.031225529793392187","0.16095474310828456","0.16095474310828456","0.16095474310828456","0.050484760602315264","0.050484760602315264","0.050484760602315264"
"32","0.07551156169494742","0.07551156169494742","0.07551156169494742","0.031224605115423413","0.031224605115423413","0.031224605115423413","0.15684547154408582","0.15684547154408582","0.15684547154408582","0.0554006778219211","0.0554006778219211","0.0554006778219211"
"33","0.07265860255128183","0.07265860255128183","0.07265860255128183","0.03416970450454538","0.03416970450454538","0.03416970450454538","0.1474057931195265","0.1474057931195265","0.1474057931195265","0.052514902197714874","0.052514902197714874","0.052514902197714874"
"34","0.0695849154214814","0.0695849154214814","0.0695849154214814","0.03288759053362615","0.03288759053362615","0.03288759053362615","0.13800093994575477","0.13800093994575477","0.13800093994575477","0.05201007417350445","0.05201007417350445","0.05201007417350445"
"35","0.07269944270264428","0.07269944270264428","0.07269944270264428","0.03137878121679309","0.03137878121679309","0.03137878121679309","0.13054886327224707","0.13054886327224707","0.13054886327224707","0.05181349258190431","0.05181349258190431","0.05181349258190431"
"36","0.07068534712746458","0.07068534712746458","0.07068534712746458","0.030597157959105833","0.030597157959105833","0.030597157959105833","0.12684007159568977","0.12684007159568977","0.12684007159568977","0.045656534242180156","0.045656534242180156","0.045656534242180156"
"37","0.061132233917900604","0.061132233917900604","0.061132233917900604","0.02978208770495166","0.02978208770495166","0.02978208770495166","0.11466073779939856","0.11466073779939856","0.11466073779939856","0.047503801336828265","0.047503801336828265","0.047503801336828265"
"38","0.062796867095262","0.062796867095262","0.062796867095262","0.028315465421702875","0.028315465421702875","0.028315465421702875","0.11321398627083257","0.11321398627083257","0.11321398627083257","0.045177890013598794","0.045177890013598794","0.045177890013598794"
"39","0.06917277450362841","0.06917277450362841","0.06917277450362841","0.03265394832728044","0.03265394832728044","0.03265394832728044","0.11117032389595824","0.11117032389595824","0.11117032389595824","0.044201708800575265","0.044201708800575265","0.044201708800575265"
"40","","","","","","","0.10687111655496201","0.10687111655496201","0.10687111655496201","","",""
"41","","","","","","","0.10195046810421554","0.10195046810421554","0.10195046810421554","","",""
"42","","","","","","","0.096862719072111","0.096862719072111","0.096862719072111","","",""
"43","","","","","","","0.10051514379820733","0.10051514379820733","0.10051514379820733","","",""
"44","","","","","","","0.08896716061815525","0.08896716061815525","0.08896716061815525","","",""
"45","","","","","","","0.09548694429532537","0.09548694429532537","0.09548694429532537","","",""
"46","","","","","","","0.08435417587089838","0.08435417587089838","0.08435417587089838","","",""
"47","","","","","","","0.08546077232315855","0.08546077232315855","0.08546077232315855","","",""
"48","","","","","","","0.07800830973769134","0.07800830973769134","0.07800830973769134","","",""
"49","","","","","","","0.07653247505988715","0.07653247505988715","0.07653247505988715","","",""
